variant,label,step,mean_reward,std_reward_across_seeds,n_seeds,n_points
full_o2o_iql,Full O2O-IQL,7931,-5.644965187282212,0.0,1,1
full_o2o_iql,Full O2O-IQL,7950,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,8094,-1.6453987730061352,0.0,1,1
full_o2o_iql,Full O2O-IQL,8105,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,8265,-1.1584266554762455,0.0,1,1
full_o2o_iql,Full O2O-IQL,8334,-0.06161856589234727,0.0,1,1
full_o2o_iql,Full O2O-IQL,8375,-15.035556071435874,0.0,1,1
full_o2o_iql,Full O2O-IQL,8585,-0.685614447071082,0.0,1,1
full_o2o_iql,Full O2O-IQL,8586,-6.496534731171668,0.0,1,1
full_o2o_iql,Full O2O-IQL,8646,-2.8731177807016794,0.0,1,1
full_o2o_iql,Full O2O-IQL,8777,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,8827,-0.009385150682439338,0.0,1,1
full_o2o_iql,Full O2O-IQL,8883,-0.9546020902630826,0.0,1,1
full_o2o_iql,Full O2O-IQL,8974,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,8976,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,9167,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,9286,-30.462239743946316,0.0,1,1
full_o2o_iql,Full O2O-IQL,9441,-31.066093675905496,0.0,1,1
full_o2o_iql,Full O2O-IQL,9513,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,9550,-27.452285380074482,0.0,1,1
full_o2o_iql,Full O2O-IQL,9612,-0.9089575910669526,0.0,1,1
full_o2o_iql,Full O2O-IQL,9768,-0.009498678036007029,0.0,1,1
full_o2o_iql,Full O2O-IQL,9850,-0.813827073719583,0.0,1,1
full_o2o_iql,Full O2O-IQL,9895,-31.788232732237617,0.0,1,1
full_o2o_iql,Full O2O-IQL,9965,-1.1321178502001257,0.0,1,1
full_o2o_iql,Full O2O-IQL,10105,-3.527139191354225,0.0,1,1
full_o2o_iql,Full O2O-IQL,10207,-1.360262675075354,0.0,1,1
full_o2o_iql,Full O2O-IQL,10208,-3.3447000142405217,0.0,1,1
full_o2o_iql,Full O2O-IQL,10220,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,10379,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,10423,-0.022221105273425936,0.0,1,1
full_o2o_iql,Full O2O-IQL,10542,-1.4048369927512399,0.0,1,1
full_o2o_iql,Full O2O-IQL,10570,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,10775,-0.08693055273462645,0.0,1,1
full_o2o_iql,Full O2O-IQL,10797,-12.100987582593794,0.0,1,1
full_o2o_iql,Full O2O-IQL,10812,-2.6493782931427736,0.0,1,1
full_o2o_iql,Full O2O-IQL,10889,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,10992,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,11099,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,11114,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,11215,-31.092962728303558,0.0,1,1
full_o2o_iql,Full O2O-IQL,11297,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,11390,-4.580445465542622,0.0,1,1
full_o2o_iql,Full O2O-IQL,11557,-0.002907869441822387,0.0,1,1
full_o2o_iql,Full O2O-IQL,11618,-0.9203906299173791,0.0,1,1
full_o2o_iql,Full O2O-IQL,11716,-14.814849857848511,0.0,1,1
full_o2o_iql,Full O2O-IQL,11779,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,11830,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,12026,-0.08034784484107954,0.0,1,1
full_o2o_iql,Full O2O-IQL,12071,-2.457749760349017,0.0,1,1
full_o2o_iql,Full O2O-IQL,12081,-4.0525000171962295,0.0,1,1
full_o2o_iql,Full O2O-IQL,12212,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,12240,-0.2197694899831654,0.0,1,1
full_o2o_iql,Full O2O-IQL,12263,-1.2243413722829024,0.0,1,1
full_o2o_iql,Full O2O-IQL,12402,-0.08524601468439534,0.0,1,1
full_o2o_iql,Full O2O-IQL,12513,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,12522,-2.6155753666983643,0.0,1,1
full_o2o_iql,Full O2O-IQL,12637,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,12672,-50.094837668093376,0.0,1,1
full_o2o_iql,Full O2O-IQL,12802,-2.8789616265312308,0.0,1,1
full_o2o_iql,Full O2O-IQL,12832,-1.107671211547805,0.0,1,1
full_o2o_iql,Full O2O-IQL,12910,-1.0130945887025398,0.0,1,1
full_o2o_iql,Full O2O-IQL,13115,-1.9651095040914868,0.0,1,1
full_o2o_iql,Full O2O-IQL,13174,-2.097948956958583,0.0,1,1
full_o2o_iql,Full O2O-IQL,13370,-50.72703758449842,0.0,1,1
full_o2o_iql,Full O2O-IQL,13389,-4.256496734010905,0.0,1,1
full_o2o_iql,Full O2O-IQL,13454,-11.49531846319331,0.0,1,1
full_o2o_iql,Full O2O-IQL,13608,-1.2030449044307912,0.0,1,1
full_o2o_iql,Full O2O-IQL,13627,-0.605969091346126,0.0,1,1
full_o2o_iql,Full O2O-IQL,13692,-0.17652382566736535,0.0,1,1
full_o2o_iql,Full O2O-IQL,13724,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,13861,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,13872,-0.060775250782472215,0.0,1,1
full_o2o_iql,Full O2O-IQL,13898,-1.296009493298867,0.0,1,1
full_o2o_iql,Full O2O-IQL,14097,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,14296,-60.16046569879319,0.0,1,1
full_o2o_iql,Full O2O-IQL,14306,-0.10840184692449663,0.0,1,1
full_o2o_iql,Full O2O-IQL,14371,-13.938746122801799,0.0,1,1
full_o2o_iql,Full O2O-IQL,14635,-10.950581522050797,0.0,1,1
full_o2o_iql,Full O2O-IQL,14825,-18.526853481463867,0.0,1,1
full_o2o_iql,Full O2O-IQL,14841,-14.150144915277727,0.0,1,1
full_o2o_iql,Full O2O-IQL,14960,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,14981,-7.531749928255993,0.0,1,1
full_o2o_iql,Full O2O-IQL,15098,-0.09270861678895284,0.0,1,1
full_o2o_iql,Full O2O-IQL,15225,-12.698979466391437,0.0,1,1
full_o2o_iql,Full O2O-IQL,15309,-23.240614186443427,0.0,1,1
full_o2o_iql,Full O2O-IQL,15531,-8.820057513176875,0.0,1,1
full_o2o_iql,Full O2O-IQL,15635,-29.009022975708106,0.0,1,1
full_o2o_iql,Full O2O-IQL,15771,-6.21123177820938,0.0,1,1
full_o2o_iql,Full O2O-IQL,15772,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,15798,-12.466826013734664,0.0,1,1
full_o2o_iql,Full O2O-IQL,15962,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,15991,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,16066,-2.383042880556797,0.0,1,1
full_o2o_iql,Full O2O-IQL,16204,-0.6320574995492207,0.0,1,1
full_o2o_iql,Full O2O-IQL,16307,-0.7735916008798754,0.0,1,1
full_o2o_iql,Full O2O-IQL,16391,-4.523387503897411,0.0,1,1
full_o2o_iql,Full O2O-IQL,16420,-0.16768434802859883,0.0,1,1
full_o2o_iql,Full O2O-IQL,16686,-1.6612038076292766,0.0,1,1
full_o2o_iql,Full O2O-IQL,16706,-25.963643196237143,0.0,1,1
full_o2o_iql,Full O2O-IQL,16751,-9.312859246337394,0.0,1,1
full_o2o_iql,Full O2O-IQL,16955,-1.3405271034426927,0.0,1,1
full_o2o_iql,Full O2O-IQL,16956,-0.21257716158830925,0.0,1,1
full_o2o_iql,Full O2O-IQL,17031,-3.448731667693717,0.0,1,1
full_o2o_iql,Full O2O-IQL,17159,-0.11398896198348013,0.0,1,1
full_o2o_iql,Full O2O-IQL,17272,-26.84235974866766,0.0,1,1
full_o2o_iql,Full O2O-IQL,17400,-11.343160633435287,0.0,1,1
full_o2o_iql,Full O2O-IQL,17445,-1.6423229076163999,0.0,1,1
full_o2o_iql,Full O2O-IQL,17582,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,17672,-7.892530869397428,0.0,1,1
full_o2o_iql,Full O2O-IQL,17692,-1.2473515309754204,0.0,1,1
full_o2o_iql,Full O2O-IQL,17903,-1.2499919211145356,0.0,1,1
